0.012,MODE_ID_3,-12508,-11997,-13001,-0.001660,0.000456,-0.000208,-0.001412,0x36
0.016,MODE_ID_3,-12509,-11998,-13007,-0.001988,0.000332,-0.001479,-0.003135,0x36
0.026,MODE_ID_3,-12501,-12010,-13013,-0.000373,-0.002003,-0.002732,-0.005108,0x36
0.036,MODE_ID_3,-12506,-11997,-12997,-0.001226,0.000428,0.000553,-0.000245,0x36
0.046,MODE_ID_3,-12498,-12004,-12996,0.000272,-0.000857,0.000612,0.000027,0x36
0.056,MODE_ID_3,-12510,-12010,-13011,-0.002155,-0.002078,-0.002354,-0.006587,0x36
0.066,MODE_ID_3,-12511,-12013,-13006,-0.002238,-0.002787,-0.001360,-0.006385,0x36
0.077,MODE_ID_3,-12505,-12002,-12991,-0.001047,-0.000413,0.001668,0.000208,0x36
0.087,MODE_ID_3,-12501,-12005,-13014,-0.000335,-0.001151,-0.002863,-0.004349,0x36
0.097,MODE_ID_3,-12486,-11991,-12985,0.002791,0.001746,0.002917,0.007454,0x36
0.106,MODE_ID_3,-12487,-11987,-12994,0.002497,0.002597,0.001027,0.006121,0x36
0.117,MODE_ID_3,-12489,-12006,-12993,0.002061,-0.001399,0.001352,0.002014,0x36
0.126,MODE_ID_3,-12501,-12013,-12992,-0.000239,-0.002716,0.001553,-0.001402,0x36
0.136,MODE_ID_3,-12507,-11985,-13007,-0.001471,0.002896,-0.001458,-0.000033,0x36
0.146,MODE_ID_3,-12503,-12000,-12986,-0.000656,-0.000199,0.002669,0.001814,0x36
0.156,MODE_ID_3,-12492,-12005,-13005,0.001571,-0.001183,-0.001018,-0.000630,0x36
0.166,MODE_ID_3,-12506,-12002,-13005,-0.001395,-0.000432,-0.001035,-0.002862,0x36
0.176,MODE_ID_3,-12488,-11993,-13003,0.002245,0.001213,-0.000630,0.002828,0x36
0.186,MODE_ID_3,-12491,-12005,-13011,0.001600,-0.001022,-0.002394,-0.001816,0x36
0.197,MODE_ID_3,-12487,-12000,-13008,0.002441,-0.000126,-0.001623,0.000692,0x36
0.206,MODE_ID_3,-12497,-12012,-13009,0.000493,-0.002462,-0.001968,-0.003937,0x36
0.216,MODE_ID_3,-12513,-12001,-12993,-0.002787,-0.000238,0.001369,-0.001656,0x36
0.226,MODE_ID_3,-12505,-12007,-13002,-0.001141,-0.001426,-0.000448,-0.003015,0x36
0.236,MODE_ID_3,-12513,-12013,-13000,-0.002792,-0.002691,-0.000182,-0.005665,0x36
0.246,MODE_ID_3,-12513,-12009,-12994,-0.002621,-0.001987,0.001028,-0.003580,0x36
0.258,MODE_ID_3,-12497,-12013,-12992,0.000498,-0.002733,0.001522,-0.000713,0x36
0.266,MODE_ID_3,-12512,-12006,-13010,-0.002443,-0.001322,-0.002176,-0.005941,0x36
