0.002,MODE_ID_3,-12488,-12009,-13013,0.002265,-0.001875,-0.002623,-0.002233,0x36
0.012,MODE_ID_3,-12492,-12013,-12998,0.001453,-0.002671,0.000265,-0.000953,0x36
0.015,MODE_ID_3,-12497,-12010,-12987,0.000519,-0.002007,0.002408,0.000920,0x36
0.025,MODE_ID_3,-12485,-11993,-12992,0.002851,0.001395,0.001441,0.005687,0x36
0.036,MODE_ID_3,-12510,-12004,-13005,-0.002199,-0.000901,-0.001019,-0.004119,0x36
0.045,MODE_ID_3,-12485,-11989,-12990,0.002944,0.002134,0.001830,0.006908,0x36
0.055,MODE_ID_3,-12502,-11992,-12989,-0.000413,0.001475,0.002178,0.003240,0x36
0.065,MODE_ID_3,-12502,-11996,-12988,-0.000533,0.000646,0.002206,0.002319,0x36
0.075,MODE_ID_3,-12499,-12005,-12989,0.000086,-0.001032,0.002174,0.001228,0x36
0.085,MODE_ID_3,-12490,-12000,-12992,0.001930,-0.000185,0.001453,0.003198,0x36
0.095,MODE_ID_3,-12509,-12003,-12998,-0.001948,-0.000789,0.000237,-0.002500,0x36
0.105,MODE_ID_3,-12499,-11988,-12992,0.000042,0.002219,0.001409,0.003670,0x36
0.115,MODE_ID_3,-12486,-11985,-12993,0.002604,0.002984,0.001311,0.006899,0x36
0.125,MODE_ID_3,-12506,-11996,-13008,-0.001278,0.000786,-0.001603,-0.002095,0x36
0.135,MODE_ID_3,-12499,-11993,-12993,0.000088,0.001235,0.001316,0.002639,0x36
0.145,MODE_ID_3,-12498,-11988,-13005,0.000367,0.002367,-0.001136,0.001598,0x36
0.155,MODE_ID_3,-12493,-11994,-12995,0.001255,0.001117,0.000925,0.003297,0x36
0.166,MODE_ID_3,-12496,-11990,-12992,0.000770,0.001985,0.001582,0.004337,0x36
0.176,MODE_ID_3,-12499,-11992,-13011,0.000034,0.001512,-0.002255,-0.000709,0x36
0.186,MODE_ID_3,-12509,-11995,-13004,-0.001995,0.000971,-0.000939,-0.001963,0x36
0.195,MODE_ID_3,-12510,-11985,-12997,-0.002123,0.002814,0.000483,0.001174,0x36
0.205,MODE_ID_3,-12496,-11990,-13007,0.000657,0.001857,-0.001565,0.000949,0x36
0.215,MODE_ID_3,-12506,-11985,-12986,-0.001326,0.002907,0.002712,0.004293,0x36
0.225,MODE_ID_3,-12491,-12001,-12992,0.001798,-0.000246,0.001460,0.003012,0x36
0.235,MODE_ID_3,-12494,-11998,-12998,0.001091,0.000267,0.000364,0.001722,0x36
0.245,MODE_ID_3,-12493,-11998,-13007,0.001312,0.000290,-0.001434,0.000168,0x36
0.256,MODE_ID_3,-12491,-11997,-13010,0.001667,0.000489,-0.002047,0.000109,0x36
0.265,MODE_ID_3,-12509,-12007,-12995,-0.001908,-0.001514,0.000863,-0.002559,0x36
0.275,MODE_ID_3,-12487,-12002,-12999,0.002493,-0.000431,0.000027,0.002089,0x36
0.285,MODE_ID_3,-12514,-11994,-13003,-0.002971,0.001115,-0.000739,-0.002595,0x36
0.295,MODE_ID_3,-12498,-11996,-13010,0.000339,0.000660,-0.002197,-0.001198,0x36
0.305,MODE_ID_3,-12493,-11985,-13005,0.001329,0.002952,-0.001106,0.003175,0x36
0.316,MODE_ID_3,-12505,-12003,-13010,-0.001120,-0.000643,-0.002156,-0.003919,0x36
0.325,MODE_ID_3,-12496,-12002,-13004,0.000705,-0.000537,-0.000827,-0.000659,0x36
0.335,MODE_ID_3,-12511,-11985,-12988,-0.002244,0.002945,0.002235,0.002936,0x36
0.345,MODE_ID_3,-12510,-11990,-12989,-0.002088,0.001847,0.002106,0.001865,0x36
0.355,MODE_ID_3,-12492,-12003,-13001,0.001448,-0.000747,-0.000342,0.000359,0x36
0.366,MODE_ID_3,-12488,-12010,-12986,0.002325,-0.002098,0.002713,0.002940,0x36
0.379,MODE_ID_3,-12493,-12003,-12997,0.001347,-0.000800,0.000588,0.001135,0x36
0.386,MODE_ID_3,-12491,-12009,-13011,0.001635,-0.001966,-0.002202,-0.002533,0x36
0.396,MODE_ID_3,-12503,-11996,-12990,-0.000643,0.000726,0.001900,0.001983,0x36
0.405,MODE_ID_3,-12507,-12014,-12993,-0.001433,-0.002953,0.001212,-0.003174,0x36
0.415,MODE_ID_3,-12496,-11998,-13001,0.000601,0.000334,-0.000203,0.000732,0x36
0.425,MODE_ID_3,-12497,-11992,-12995,0.000525,0.001538,0.000954,0.003017,0x36
0.435,MODE_ID_3,-12497,-11999,-12989,0.000409,0.000041,0.002127,0.002577,0x36
0.445,MODE_ID_3,-12511,-11999,-12988,-0.002338,0.000145,0.002273,0.000080,0x36
0.455,MODE_ID_3,-12487,-11998,-12998,0.002587,0.000280,0.000397,0.003264,0x36
0.466,MODE_ID_3,-12491,-11994,-12995,0.001634,0.001152,0.000959,0.003745,0x36
0.475,MODE_ID_3,-12500,-11998,-13004,-0.000034,0.000351,-0.000988,-0.000671,0x36
0.485,MODE_ID_3,-12496,-11991,-12991,0.000700,0.001609,0.001726,0.004035,0x36
0.495,MODE_ID_3,-12486,-12008,-13010,0.002788,-0.001686,-0.002166,-0.001064,0x36
0.505,MODE_ID_3,-12499,-11989,-13010,0.000021,0.002031,-0.002198,-0.000146,0x36
0.515,MODE_ID_3,-12502,-11994,-12990,-0.000596,0.001189,0.001953,0.002546,0x36
0.525,MODE_ID_3,-12494,-12003,-12997,0.001183,-0.000792,0.000585,0.000976,0x36
0.535,MODE_ID_3,-12496,-11989,-13007,0.000685,0.002144,-0.001538,0.001291,0x36
0.546,MODE_ID_3,-12499,-12009,-13008,0.000034,-0.001898,-0.001656,-0.003520,0x36
0.555,MODE_ID_3,-12510,-12011,-12998,-0.002002,-0.002244,0.000394,-0.003852,0x36
0.566,MODE_ID_3,-12500,-12002,-12986,-0.000063,-0.000496,0.002773,0.002214,0x36
0.575,MODE_ID_3,-12493,-11999,-12986,0.001286,0.000139,0.002703,0.004128,0x36
0.585,MODE_ID_3,-12509,-12014,-13001,-0.001990,-0.002854,-0.000386,-0.005230,0x36
0.596,MODE_ID_3,-12500,-12003,-12985,-0.000092,-0.000786,0.002985,0.002107,0x36
0.606,MODE_ID_3,-12491,-12000,-13012,0.001624,-0.000048,-0.002485,-0.000909,0x36
0.615,MODE_ID_3,-12497,-12006,-13013,0.000443,-0.001211,-0.002778,-0.003546,0x36
0.625,MODE_ID_3,-12498,-12005,-12987,0.000389,-0.001057,0.002419,0.001751,0x36
0.635,MODE_ID_3,-12508,-11994,-12987,-0.001741,0.001127,0.002529,0.001915,0x36
0.645,MODE_ID_3,-12496,-12007,-12992,0.000705,-0.001408,0.001448,0.000745,0x36
0.655,MODE_ID_3,-12487,-11992,-12998,0.002555,0.001527,0.000394,0.004476,0x36
0.665,MODE_ID_3,-12511,-11992,-13008,-0.002209,0.001547,-0.001699,-0.002361,0x36
0.676,MODE_ID_3,-12488,-11995,-13012,0.002348,0.000835,-0.002556,0.000627,0x36
0.685,MODE_ID_3,-12507,-12012,-12992,-0.001549,-0.002478,0.001447,-0.002580,0x36
0.695,MODE_ID_3,-12497,-11990,-13003,0.000504,0.001830,-0.000714,0.001620,0x36
0.706,MODE_ID_3,-12495,-11992,-13014,0.000851,0.001515,-0.002804,-0.000438,0x36
0.715,MODE_ID_3,-12496,-11989,-13014,0.000686,0.002191,-0.002882,-0.000005,0x36
0.725,MODE_ID_3,-12513,-11999,-12996,-0.002735,0.000098,0.000729,-0.001908,0x36
0.735,MODE_ID_3,-12504,-11992,-12990,-0.000872,0.001523,0.001957,0.002608,0x36
0.745,MODE_ID_3,-12490,-12007,-13009,0.001957,-0.001474,-0.001944,-0.001461,0x36
0.755,MODE_ID_3,-12510,-11999,-13013,-0.002093,0.000020,-0.002760,-0.004833,0x36
0.765,MODE_ID_3,-12499,-11994,-13000,0.000043,0.001140,-0.000164,0.001019,0x36
0.775,MODE_ID_3,-12509,-12003,-12989,-0.001825,-0.000731,0.002064,-0.000492,0x36
0.785,MODE_ID_3,-12492,-11992,-13007,0.001598,0.001522,-0.001455,0.001665,0x36
0.795,MODE_ID_3,-12495,-12004,-13003,0.000995,-0.000933,-0.000776,-0.000714,0x36
0.805,MODE_ID_3,-12492,-12001,-13014,0.001547,-0.000310,-0.002851,-0.001614,0x36
0.816,MODE_ID_3,-12488,-12013,-12993,0.002363,-0.002653,0.001206,0.000916,0x36
0.826,MODE_ID_3,-12487,-12000,-12993,0.002551,-0.000087,0.001292,0.003756,0x36
0.836,MODE_ID_3,-12495,-12013,-12992,0.000807,-0.002795,0.001460,-0.000528,0x36
0.845,MODE_ID_3,-12511,-12002,-13003,-0.002256,-0.000584,-0.000689,-0.003529,0x36
