0.003,MODE_ID_3,-12503,-12004,-12991,-0.000712,-0.000801,0.001719,0.000206,0x36
0.016,MODE_ID_3,-12503,-12010,-13010,-0.000669,-0.002079,-0.002119,-0.004867,0x36
0.020,MODE_ID_3,-12501,-12001,-12998,-0.000229,-0.000319,0.000335,-0.000213,0x36
0.027,MODE_ID_3,-12508,-12008,-13004,-0.001696,-0.001681,-0.000850,-0.004227,0x36
0.037,MODE_ID_3,-12510,-11988,-12988,-0.002136,0.002223,0.002302,0.002389,0x36
0.047,MODE_ID_3,-12491,-12007,-12991,0.001651,-0.001579,0.001753,0.001825,0x36
0.057,MODE_ID_3,-12514,-12001,-12987,-0.002964,-0.000234,0.002453,-0.000745,0x36
0.067,MODE_ID_3,-12494,-12011,-13013,0.001113,-0.002316,-0.002656,-0.003859,0x36
0.077,MODE_ID_3,-12501,-12000,-13006,-0.000247,-0.000154,-0.001305,-0.001706,0x36
0.098,MODE_ID_3,-12488,-11988,-12994,0.002315,0.002228,0.001082,0.005625,0x36
0.107,MODE_ID_3,-12491,-11990,-13011,0.001647,0.001931,-0.002340,0.001238,0x36
0.117,MODE_ID_3,-12490,-11991,-12996,0.001829,0.001760,0.000794,0.004383,0x36
0.127,MODE_ID_3,-12485,-12011,-12993,0.002979,-0.002300,0.001209,0.001888,0x36
0.137,MODE_ID_3,-12486,-11995,-13011,0.002629,0.000989,-0.002374,0.001244,0x36
0.147,MODE_ID_3,-12493,-11995,-13002,0.001286,0.000848,-0.000578,0.001556,0x36
0.157,MODE_ID_3,-12496,-12013,-13010,0.000614,-0.002752,-0.002028,-0.004166,0x36
0.167,MODE_ID_3,-12510,-11990,-12996,-0.002048,0.001880,0.000711,0.000543,0x36
0.177,MODE_ID_3,-12502,-12014,-12997,-0.000545,-0.002840,0.000600,-0.002785,0x36
0.187,MODE_ID_3,-12489,-12000,-12985,0.002099,-0.000070,0.002845,0.004874,0x36
0.197,MODE_ID_3,-12501,-11996,-12992,-0.000256,0.000707,0.001540,0.001991,0x36
0.207,MODE_ID_3,-12495,-12008,-13006,0.000866,-0.001668,-0.001287,-0.002089,0x36
0.217,MODE_ID_3,-12502,-12010,-12988,-0.000426,-0.002151,0.002252,-0.000325,0x36
0.227,MODE_ID_3,-12504,-12011,-13007,-0.000918,-0.002234,-0.001423,-0.004575,0x36
0.237,MODE_ID_3,-12485,-11994,-12988,0.002903,0.001035,0.002352,0.006290,0x36
0.247,MODE_ID_3,-12511,-12003,-12994,-0.002373,-0.000686,0.001068,-0.001991,0x36
0.257,MODE_ID_3,-12500,-12003,-12994,-0.000044,-0.000606,0.001165,0.000515,0x36
0.267,MODE_ID_3,-12507,-12006,-13007,-0.001425,-0.001332,-0.001585,-0.004342,0x36
0.278,MODE_ID_3,-12492,-11994,-12989,0.001472,0.001050,0.002176,0.004698,0x36
0.288,MODE_ID_3,-12488,-12014,-12992,0.002361,-0.002842,0.001448,0.000967,0x36
0.297,MODE_ID_3,-12492,-11996,-12999,0.001587,0.000638,0.000133,0.002358,0x36
0.308,MODE_ID_3,-12504,-11992,-12993,-0.000964,0.001532,0.001398,0.001966,0x36
0.317,MODE_ID_3,-12491,-12004,-13004,0.001729,-0.000941,-0.000815,-0.000027,0x36
0.327,MODE_ID_3,-12507,-11988,-13006,-0.001486,0.002306,-0.001355,-0.000535,0x36
0.337,MODE_ID_3,-12487,-12012,-13010,0.002446,-0.002428,-0.002003,-0.001985,0x36
0.348,MODE_ID_3,-12506,-12002,-13010,-0.001259,-0.000415,-0.002079,-0.003753,0x36
0.357,MODE_ID_3,-12486,-12009,-13004,0.002776,-0.001856,-0.000843,0.000077,0x36
0.367,MODE_ID_3,-12508,-11996,-13014,-0.001666,0.000649,-0.002849,-0.003866,0x36
0.378,MODE_ID_3,-12502,-11990,-12997,-0.000417,0.001994,0.000430,0.002007,0x36
0.388,MODE_ID_3,-12510,-11987,-12995,-0.002177,0.002461,0.000962,0.001246,0x36
0.397,MODE_ID_3,-12513,-12013,-13001,-0.002785,-0.002683,-0.000359,-0.005827,0x36
0.407,MODE_ID_3,-12500,-12013,-12987,-0.000121,-0.002650,0.002401,-0.000370,0x36
0.417,MODE_ID_3,-12497,-11993,-13010,0.000498,0.001237,-0.002037,-0.000302,0x36
0.427,MODE_ID_3,-12501,-12014,-12990,-0.000280,-0.002964,0.001882,-0.001362,0x36
0.437,MODE_ID_3,-12498,-12008,-12987,0.000297,-0.001759,0.002436,0.000974,0x36
0.447,MODE_ID_3,-12512,-11998,-13014,-0.002418,0.000220,-0.002882,-0.005080,0x36
0.457,MODE_ID_3,-12505,-12011,-12990,-0.001180,-0.002317,0.001822,-0.001675,0x36
0.467,MODE_ID_3,-12499,-11997,-13002,0.000019,0.000469,-0.000423,0.000065,0x36
0.477,MODE_ID_3,-12491,-11987,-12999,0.001789,0.002521,0.000043,0.004353,0x36
0.487,MODE_ID_3,-12494,-11991,-13013,0.001185,0.001624,-0.002618,0.000191,0x36
0.497,MODE_ID_3,-12491,-12010,-12995,0.001761,-0.002147,0.000910,0.000524,0x36
0.507,MODE_ID_3,-12501,-11998,-13014,-0.000291,0.000283,-0.002804,-0.002812,0x36
0.517,MODE_ID_3,-12506,-11996,-12992,-0.001365,0.000770,0.001417,0.000822,0x36
0.529,MODE_ID_3,-12488,-11999,-12997,0.002229,0.000189,0.000430,0.002848,0x36
0.537,MODE_ID_3,-12502,-11990,-12992,-0.000565,0.001801,0.001595,0.002831,0x36
0.547,MODE_ID_3,-12502,-11991,-12992,-0.000578,0.001720,0.001484,0.002626,0x36
0.557,MODE_ID_3,-12489,-12006,-12987,0.002083,-0.001388,0.002478,0.003173,0x36
0.567,MODE_ID_3,-12491,-12013,-13008,0.001771,-0.002701,-0.001742,-0.002672,0x36
0.577,MODE_ID_3,-12514,-12005,-12992,-0.002864,-0.001167,0.001589,-0.002442,0x36
0.587,MODE_ID_3,-12494,-12003,-13000,0.001153,-0.000718,-0.000126,0.000309,0x36
0.597,MODE_ID_3,-12512,-11985,-12993,-0.002566,0.002926,0.001306,0.001666,0x36
0.607,MODE_ID_3,-12485,-12009,-12992,0.002992,-0.001885,0.001502,0.002609,0x36
0.617,MODE_ID_3,-12489,-11996,-13013,0.002144,0.000726,-0.002720,0.000150,0x36
0.627,MODE_ID_3,-12492,-11998,-13009,0.001528,0.000394,-0.001818,0.000104,0x36
0.637,MODE_ID_3,-12485,-11994,-12990,0.002805,0.001019,0.001994,0.005818,0x36
0.647,MODE_ID_3,-12489,-12004,-13000,0.002005,-0.000913,-0.000123,0.000969,0x36
0.657,MODE_ID_3,-12495,-12002,-13004,0.000912,-0.000569,-0.000949,-0.000606,0x36
0.667,MODE_ID_3,-12509,-11992,-13012,-0.001886,0.001478,-0.002577,-0.002985,0x36
0.677,MODE_ID_3,-12487,-12013,-13011,0.002507,-0.002693,-0.002394,-0.002580,0x36
0.687,MODE_ID_3,-12507,-11985,-12998,-0.001413,0.002891,0.000371,0.001849,0x36
0.698,MODE_ID_3,-12510,-11988,-12991,-0.002130,0.002343,0.001648,0.001861,0x36
0.707,MODE_ID_3,-12487,-12004,-12995,0.002401,-0.000804,0.000960,0.002557,0x36
0.718,MODE_ID_3,-12497,-11995,-13001,0.000550,0.000937,-0.000313,0.001174,0x36
0.727,MODE_ID_3,-12506,-12008,-13013,-0.001395,-0.001761,-0.002672,-0.005828,0x36
0.738,MODE_ID_3,-12503,-11998,-13007,-0.000615,0.000348,-0.001464,-0.001731,0x36
0.747,MODE_ID_3,-12507,-11994,-12990,-0.001509,0.001139,0.001948,0.001578,0x36
0.757,MODE_ID_3,-12494,-12007,-12986,0.001069,-0.001541,0.002760,0.002288,0x36
0.767,MODE_ID_3,-12502,-11989,-13011,-0.000464,0.002086,-0.002350,-0.000728,0x36
0.777,MODE_ID_3,-12511,-12010,-13003,-0.002204,-0.002152,-0.000708,-0.005064,0x36
0.787,MODE_ID_3,-12498,-12013,-13012,0.000221,-0.002792,-0.002447,-0.005018,0x36
0.797,MODE_ID_3,-12503,-12000,-12991,-0.000746,-0.000035,0.001630,0.000849,0x36
0.807,MODE_ID_3,-12513,-12008,-12989,-0.002656,-0.001603,0.002074,-0.002185,0x36
0.817,MODE_ID_3,-12497,-11994,-12998,0.000432,0.001066,0.000271,0.001769,0x36
