0.022,MODE_OD,-12495,-11986,-12987,0.000924,0.002741,0.002458,0.006123,0x36
0.050,MODE_OD,-12489,-11995,-12985,0.002181,0.000992,0.002995,0.006168,0x36
0.059,MODE_OD,-12505,-12010,-13004,-0.001148,-0.002075,-0.000842,-0.004065,0x36
0.070,MODE_OD,-12498,-11996,-13012,0.000381,0.000612,-0.002445,-0.001452,0x36
0.079,MODE_OD,-12511,-11997,-13013,-0.002205,0.000509,-0.002734,-0.004430,0x36
0.089,MODE_OD,-12512,-11985,-12998,-0.002405,0.002907,0.000392,0.000894,0x36
0.099,MODE_OD,-12497,-12006,-13012,0.000426,-0.001235,-0.002526,-0.003335,0x36
0.109,MODE_OD,-12488,-11997,-12991,0.002202,0.000508,0.001649,0.004359,0x36
0.119,MODE_OD,-12503,-12010,-12986,-0.000668,-0.002159,0.002711,-0.000116,0x36
0.129,MODE_OD,-12502,-12014,-12996,-0.000482,-0.002852,0.000692,-0.002642,0x36
0.139,MODE_OD,-12507,-11993,-12988,-0.001504,0.001339,0.002376,0.002211,0x36
0.149,MODE_OD,-12507,-12001,-13002,-0.001491,-0.000297,-0.000493,-0.002281,0x36
0.159,MODE_OD,-12494,-11994,-13011,0.001027,0.001029,-0.002282,-0.000226,0x36
0.169,MODE_OD,-12504,-12009,-12999,-0.000848,-0.001861,0.000018,-0.002691,0x36
0.180,MODE_OD,-12512,-11990,-12990,-0.002541,0.001856,0.001877,0.001192,0x36
0.189,MODE_OD,-12513,-12010,-12995,-0.002751,-0.002022,0.000996,-0.003777,0x36
0.199,MODE_OD,-12506,-12014,-13007,-0.001390,-0.002854,-0.001599,-0.005843,0x36
0.210,MODE_OD,-12501,-12000,-12999,-0.000275,-0.000010,0.000014,-0.000271,0x36
0.220,MODE_OD,-12502,-12012,-13002,-0.000412,-0.002460,-0.000520,-0.003392,0x36
0.229,MODE_OD,-12487,-12005,-12992,0.002443,-0.001039,0.001490,0.002894,0x36
0.239,MODE_OD,-12485,-12001,-12998,0.002927,-0.000237,0.000295,0.002985,0x36
0.249,MODE_OD,-12489,-11996,-13009,0.002043,0.000727,-0.001915,0.000855,0x36
0.259,MODE_OD,-12489,-11987,-12985,0.002012,0.002536,0.002859,0.007407,0x36
0.270,MODE_OD,-12505,-12000,-12986,-0.001045,-0.000000,0.002753,0.001708,0x36
0.280,MODE_OD,-12503,-12004,-12989,-0.000650,-0.000845,0.002195,0.000700,0x36
0.290,MODE_OD,-12513,-12011,-13003,-0.002709,-0.002381,-0.000671,-0.005761,0x36
0.299,MODE_OD,-12513,-12010,-12989,-0.002751,-0.002042,0.002042,-0.002751,0x36
0.309,MODE_OD,-12513,-12003,-12991,-0.002605,-0.000702,0.001729,-0.001578,0x36
0.319,MODE_OD,-12507,-11990,-13002,-0.001556,0.001910,-0.000424,-0.000070,0x36
0.329,MODE_OD,-12509,-12000,-13014,-0.001870,-0.000036,-0.002858,-0.004764,0x36
0.339,MODE_OD,-12499,-12003,-12995,0.000015,-0.000756,0.000898,0.000157,0x36
0.349,MODE_OD,-12498,-12001,-13006,0.000225,-0.000265,-0.001276,-0.001316,0x36
0.359,MODE_OD,-12486,-12013,-13002,0.002770,-0.002682,-0.000549,-0.000461,0x36
0.369,MODE_OD,-12485,-11991,-12989,0.002929,0.001723,0.002095,0.006747,0x36
0.379,MODE_OD,-12512,-11992,-13001,-0.002527,0.001418,-0.000322,-0.001431,0x36
0.389,MODE_OD,-12494,-12012,-12987,0.001051,-0.002525,0.002445,0.000971,0x36
0.399,MODE_OD,-12495,-12014,-13010,0.000925,-0.002965,-0.002124,-0.004164,0x36
0.410,MODE_OD,-12494,-11986,-13004,0.001023,0.002794,-0.000841,0.002976,0x36
0.420,MODE_OD,-12511,-12010,-12992,-0.002293,-0.002198,0.001577,-0.002914,0x36
0.430,MODE_OD,-12500,-12012,-13010,-0.000194,-0.002499,-0.002017,-0.004710,0x36
